0,254,76
1,252,72
2,251,72
3,250,72
4,252,72
5,251,72
6,250,72
7,244,73
8,246,74
9,252,79
10,252,79
11,228,96
12,246,96
13,228,127
14,261,124
15,233,137
16,275,109
17,234,140
18,279,105
19,236,137
20,276,102
21,236,136
22,274,104
23,220,152
24,234,154
25,226,195
26,240,197
27,214,236
28,244,242
29,210,245
30,242,251
31,222,243
32,251,249
0,253,75
1,250,72
2,250,72
3,249,72
4,250,72
5,250,72
6,249,72
7,244,73
8,245,74
9,252,79
10,251,79
11,228,96
12,246,96
13,229,127
14,261,124
15,235,137
16,275,109
17,237,139
18,280,105
19,238,137
20,278,102
21,238,136
22,276,104
23,220,152
24,234,154
25,226,195
26,240,197
27,212,236
28,244,242
29,208,244
30,241,252
31,222,242
32,251,248
0,252,75
1,249,72
2,249,72
3,248,72
4,249,72
5,248,72
6,247,72
7,242,74
8,243,74
9,251,79
10,250,79
11,228,97
12,246,96
13,229,127
14,260,123
15,237,136
16,277,109
17,239,139
18,284,105
19,240,137
20,282,102
21,240,136
22,279,103
23,220,153
24,234,154
25,225,195
26,244,196
27,210,236
28,245,242
29,205,245
30,241,252
31,219,245
32,255,248
0,251,75
1,248,72
2,248,72
3,247,72
4,248,72
5,247,72
6,247,72
7,241,74
8,243,74
9,250,79
10,250,79
11,227,97
12,246,95
13,229,126
14,258,123
15,238,137
16,277,114
17,240,140
18,283,113
19,241,137
20,281,110
21,241,136
22,279,110
23,220,153
24,236,154
25,220,196
26,252,191
27,208,236
28,249,236
29,200,246
30,244,246
31,212,246
32,257,247
0,250,75
1,248,72
2,247,72
3,247,72
4,248,72
5,247,72
6,246,72
7,241,74
8,242,74
9,250,79
10,249,79
11,227,97
12,246,94
13,229,126
14,257,123
15,238,137
16,277,116
17,240,140
18,282,115
19,242,138
20,281,111
21,242,137
22,279,112
23,220,153
24,236,154
25,219,196
26,253,190
27,207,237
28,250,235
29,199,246
30,245,245
31,211,246
32,258,248
0,250,75
1,247,72
2,247,72
3,246,72
4,247,72
5,247,72
6,246,72
7,241,74
8,243,74
9,249,79
10,249,79
11,227,97
12,247,94
13,229,127
14,254,124
15,243,135
16,277,119
17,246,138
18,283,117
19,249,135
20,282,113
21,248,134
22,279,114
23,219,153
24,236,153
25,219,196
26,256,187
27,207,237
28,253,233
29,199,247
30,247,243
31,212,247
32,261,248
0,250,76
1,247,73
2,247,73
3,246,73
4,248,73
5,247,73
6,247,73
7,241,75
8,243,75
9,249,80
10,249,80
11,226,97
12,248,94
13,228,127
14,252,127
15,242,138
16,276,122
17,246,141
18,283,121
19,248,138
20,282,116
21,247,137
22,279,117
23,218,154
24,236,154
25,219,196
26,261,187
27,207,237
28,255,232
29,200,248
30,250,240
31,212,248
32,263,248
0,250,78
1,247,75
2,247,75
3,246,75
4,248,75
5,247,75
6,247,75
7,241,77
8,243,77
9,249,82
10,249,82
11,226,98
12,249,95
13,229,128
14,251,129
15,245,138
16,276,128
17,249,141
18,283,128
19,252,139
20,282,123
21,251,138
22,279,123
23,219,154
24,238,154
25,219,196
26,263,188
27,208,237
28,259,230
29,201,248
30,253,239
31,212,249
32,267,247
0,250,80
1,248,77
2,247,77
3,246,77
4,248,78
5,248,78
6,248,78
7,241,79
8,244,80
9,249,84
10,250,85
11,226,100
12,250,97
13,229,129
14,251,129
15,244,141
16,272,133
17,248,144
18,277,135
19,250,142
20,278,131
21,249,141
22,275,130
23,220,154
24,239,153
25,220,196
26,264,188
27,208,237
28,263,229
29,201,248
30,258,238
31,213,249
32,272,246
0,251,81
1,248,78
2,247,78
3,247,78
4,249,78
5,248,79
6,248,79
7,242,80
8,245,81
9,250,85
10,250,85
11,226,100
12,250,97
13,229,130
14,251,129
15,244,141
16,271,134
17,249,144
18,276,135
19,251,143
20,277,131
21,250,141
22,274,131
23,221,154
24,239,153
25,220,196
26,264,188
27,208,237
28,263,229
29,201,248
30,259,238
31,214,249
32,272,246
0,251,89
1,248,86
2,247,86
3,246,86
4,249,86
5,248,86
6,248,86
7,241,87
8,246,88
9,249,92
10,250,92
11,225,106
12,252,103
13,227,135
14,251,135
15,242,144
16,271,142
17,244,147
18,277,146
19,249,144
20,278,144
21,249,144
22,274,141
23,221,159
24,242,156
25,223,198
26,265,189
27,208,238
28,270,234
29,202,248
30,268,242
31,214,248
32,276,246
0,250,93
1,247,89
2,246,89
3,245,89
4,248,89
5,248,89
6,248,89
7,240,90
8,246,90
9,248,96
10,250,96
11,224,110
12,254,107
13,226,139
14,258,140
15,239,149
16,275,144
17,242,153
18,280,148
19,245,151
20,283,146
21,245,150
22,278,143
23,223,163
24,245,161
25,226,199
26,266,191
27,208,238
28,270,237
29,203,248
30,268,245
31,213,249
32,277,246
0,249,94
1,246,91
2,245,91
3,244,91
4,248,91
5,248,91
6,248,91
7,240,92
8,246,92
9,248,98
10,249,98
11,223,112
12,254,109
13,225,141
14,263,138
15,239,149
16,274,147
17,241,152
18,278,150
19,244,150
20,278,147
21,244,149
22,276,147
23,225,166
24,246,163
25,227,201
26,267,194
27,208,238
28,271,237
29,203,247
30,268,245
31,213,249
32,276,246
0,248,96
1,245,93
2,244,93
3,243,93
4,247,93
5,247,93
6,247,93
7,238,94
8,245,94
9,247,100
10,249,100
11,222,114
12,253,111
13,226,142
14,267,136
15,239,149
16,278,145
17,241,152
18,281,147
19,244,150
20,281,145
21,244,149
22,278,144
23,226,167
24,247,163
25,231,202
26,269,195
27,209,238
28,271,238
29,203,246
30,268,246
31,215,250
32,276,247
0,248,96
1,245,93
2,244,93
3,243,93
4,246,93
5,246,93
6,246,93
7,238,95
8,244,95
9,247,100
10,248,100
11,222,115
12,253,112
13,226,143
14,268,136
15,237,152
16,280,145
17,240,155
18,285,148
19,242,153
20,284,145
21,242,152
22,281,145
23,226,168
24,247,163
25,230,203
26,269,197
27,209,238
28,271,238
29,204,245
30,269,246
31,216,250
32,277,247
0,247,97
1,244,94
2,243,94
3,242,94
4,245,94
5,245,94
6,245,94
7,237,96
8,243,96
9,245,101
10,247,101
11,222,116
12,253,114
13,226,143
14,275,138
15,237,151
16,280,131
17,240,153
18,281,119
19,242,151
20,277,118
21,242,150
22,275,121
23,226,169
24,247,166
25,231,203
26,270,198
27,210,238
28,271,238
29,205,244
30,270,246
31,217,251
32,276,247
0,241,95
1,238,92
2,237,92
3,236,92
4,240,92
5,241,92
6,241,92
7,234,94
8,241,94
9,240,99
10,242,99
11,221,115
12,253,112
13,230,141
14,278,123
15,240,134
16,271,104
17,242,133
18,268,98
19,242,131
20,265,98
21,242,132
22,265,100
23,227,169
24,246,166
25,232,203
26,269,198
27,210,238
28,272,238
29,205,244
30,270,246
31,219,250
32,276,247
0,241,95
1,239,92
2,238,91
3,237,91
4,241,92
5,241,92
6,242,92
7,234,93
8,241,94
9,240,98
10,243,98
11,221,113
12,252,111
13,237,134
14,279,114
15,247,125
16,267,93
17,248,122
18,264,87
19,248,120
20,260,88
21,248,122
22,261,90
23,227,167
24,247,165
25,232,203
26,268,198
27,211,238
28,271,238
29,206,244
30,269,246
31,219,251
32,277,247
0,241,90
1,237,87
2,236,87
3,235,87
4,239,87
5,240,87
6,240,87
7,232,90
8,239,89
9,240,93
10,242,93
11,221,111
12,251,106
13,240,133
14,278,105
15,251,132
16,263,86
17,253,132
18,260,79
19,253,131
20,259,82
21,253,131
22,259,85
23,228,167
24,247,165
25,231,203
26,267,197
27,211,238
28,271,237
29,205,245
30,269,245
31,219,251
32,277,247
0,241,87
1,238,84
2,237,85
3,236,85
4,240,84
5,240,84
6,240,84
7,233,87
8,239,86
9,240,91
10,242,91
11,221,109
12,250,104
13,240,129
14,277,105
15,251,124
16,263,85
17,252,123
18,260,79
19,252,121
20,260,81
21,252,122
22,259,84
23,229,167
24,248,164
25,231,203
26,266,197
27,211,238
28,271,237
29,206,245
30,269,245
31,218,251
32,277,247
0,241,81
1,238,78
2,237,78
3,235,79
4,239,78
5,240,78
6,240,78
7,231,82
8,238,81
9,240,85
10,242,85
11,219,104
12,250,99
13,238,112
14,276,98
15,245,96
16,263,79
17,245,92
18,261,73
19,245,91
20,258,76
21,245,92
22,258,78
23,230,161
24,249,159
25,231,201
26,264,197
27,211,238
28,271,237
29,205,245
30,268,245
31,218,250
32,277,247
0,241,73
1,238,70
2,237,70
3,236,71
4,239,70
5,240,70
6,240,70
7,231,74
8,238,72
9,240,77
10,241,77
11,218,96
12,250,92
13,229,99
14,276,90
15,236,78
16,260,67
17,236,73
18,258,60
19,236,72
20,255,61
21,237,75
22,255,64
23,229,154
24,249,153
25,230,196
26,263,192
27,211,236
28,270,235
29,206,244
30,268,243
31,218,249
32,277,246
0,240,60
1,238,58
2,237,58
3,236,58
4,240,58
5,240,58
6,240,58
7,231,61
8,238,61
9,239,64
10,241,64
11,217,82
12,250,79
13,229,76
14,276,74
15,237,54
16,262,47
17,238,50
18,261,43
19,239,49
20,258,43
21,239,52
22,258,44
23,229,141
24,249,140
25,229,188
26,263,182
27,214,231
28,270,228
29,208,236
30,268,236
31,217,247
32,276,245
0,237,57
1,234,54
2,233,54
3,232,55
4,236,54
5,237,54
6,237,54
7,229,57
8,237,57
9,236,61
10,238,60
11,217,76
12,250,74
13,232,57
14,276,66
15,241,37
16,266,39
17,244,34
18,268,32
19,246,34
20,262,33
21,246,35
22,261,34
23,229,135
24,249,134
25,228,182
26,262,176
27,217,226
28,270,223
29,212,231
30,268,228
31,218,245
32,275,239
0,238,54
1,235,52
2,234,52
3,233,52
4,237,52
5,237,52
6,237,52
7,229,55
8,237,55
9,237,58
10,239,57
11,217,73
12,250,71
13,234,47
14,271,55
15,244,26
16,274,26
17,244,23
18,274,22
19,247,23
20,270,22
21,247,24
22,269,23
23,229,130
24,249,130
25,228,176
26,261,171
27,221,223
28,270,220
29,215,229
30,268,227
31,222,242
32,274,236
0,238,54
1,235,52
2,234,52
3,233,52
4,237,52
5,237,52
6,238,53
7,230,55
8,237,55
9,237,58
10,239,58
11,217,71
12,250,70
13,234,47
14,271,57
15,244,26
16,276,29
17,244,20
18,276,22
19,246,20
20,271,22
21,247,21
22,270,24
23,229,132
24,249,131
25,229,176
26,261,171
27,221,223
28,270,217
29,217,228
30,268,224
